               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,            0.023009,            0.012842,           0.0086243,              0.7741,             0.79759,             0.84631,             0.51738,            0.020021,           0.0049186,           0.0032713,           0.0050993,           0.0050993,           0.0050993
                 151,            0.024417,            0.013537,           0.0064014,             0.78862,             0.79418,             0.83457,             0.51686,            0.020214,            0.004805,           0.0027794,           0.0050664,           0.0050664,           0.0050664
                 152,             0.02449,            0.013902,           0.0073971,             0.81642,             0.83905,             0.83715,             0.55305,            0.020876,           0.0049219,            0.002711,           0.0050336,           0.0050336,           0.0050336
                 153,            0.023645,            0.012836,           0.0091899,             0.90925,             0.81472,             0.86071,             0.57449,            0.020801,           0.0048989,           0.0021506,           0.0050007,           0.0050007,           0.0050007
                 154,            0.025631,            0.014207,           0.0066948,             0.80513,             0.79547,             0.84047,             0.52351,            0.019552,           0.0049562,            0.002569,           0.0049678,           0.0049678,           0.0049678
                 155,             0.02786,            0.014468,           0.0061762,              0.7861,             0.79853,              0.8379,              0.5537,            0.021999,           0.0046827,           0.0027974,           0.0049349,           0.0049349,           0.0049349
                 156,            0.022808,            0.012905,           0.0071164,             0.76207,             0.80283,             0.83294,             0.54478,            0.021857,           0.0047328,           0.0033054,            0.004902,            0.004902,            0.004902
                 157,            0.026182,            0.013791,           0.0062453,             0.81769,             0.81221,             0.86374,             0.56738,            0.020292,           0.0046799,           0.0032575,           0.0048691,           0.0048691,           0.0048691
                 158,            0.023676,            0.013504,           0.0075945,             0.76605,             0.80577,             0.83865,             0.55643,            0.020625,           0.0046323,           0.0033508,           0.0048362,           0.0048362,           0.0048362
                 159,            0.024034,            0.014013,           0.0084118,             0.81528,             0.80845,             0.84748,             0.56915,            0.019079,           0.0046491,           0.0024021,           0.0048033,           0.0048033,           0.0048033
                 160,            0.021118,            0.012789,           0.0073998,             0.85866,              0.7892,             0.86613,             0.57846,            0.020354,           0.0045777,           0.0024623,           0.0047704,           0.0047704,           0.0047704
                 161,             0.02402,            0.012291,           0.0076129,             0.82328,             0.78339,             0.83701,             0.53754,            0.020888,           0.0046361,           0.0029471,           0.0047375,           0.0047375,           0.0047375
                 162,            0.025105,            0.013166,            0.007189,             0.72583,             0.78514,             0.79784,             0.47029,            0.020063,           0.0053866,           0.0035253,           0.0047047,           0.0047047,           0.0047047
                 163,            0.025393,            0.013275,           0.0060396,             0.75212,              0.7946,              0.8246,             0.53196,            0.018719,            0.005285,           0.0032527,           0.0046718,           0.0046718,           0.0046718
                 164,            0.024295,            0.013988,           0.0072581,             0.79118,             0.82708,             0.84258,             0.56422,            0.018467,            0.004994,           0.0035017,           0.0046389,           0.0046389,           0.0046389
                 165,            0.019699,            0.013506,           0.0053278,             0.76172,             0.82647,             0.83717,             0.53428,            0.019215,           0.0051311,            0.003473,            0.004606,            0.004606,            0.004606
                 166,            0.022611,            0.012896,           0.0067642,             0.83892,             0.85586,             0.86571,             0.53968,            0.018759,           0.0049749,           0.0028022,           0.0045731,           0.0045731,           0.0045731
                 167,            0.025564,            0.012636,             0.00871,             0.85507,              0.7837,             0.86852,             0.59025,            0.020733,           0.0048994,           0.0022025,           0.0045402,           0.0045402,           0.0045402
                 168,            0.022234,            0.013399,            0.005426,             0.79907,             0.82773,             0.85092,             0.57725,             0.01982,           0.0047888,           0.0025245,           0.0045073,           0.0045073,           0.0045073
                 169,            0.027808,            0.013847,           0.0084806,             0.70337,             0.80388,              0.8011,             0.49185,            0.021018,           0.0053612,           0.0039354,           0.0044744,           0.0044744,           0.0044744
                 170,            0.023451,            0.013184,           0.0091461,             0.83154,             0.82696,             0.88713,             0.57819,             0.01962,           0.0048194,           0.0019714,           0.0044415,           0.0044415,           0.0044415
                 171,            0.022781,            0.013169,           0.0066558,             0.83981,             0.77675,             0.86191,             0.54218,            0.020967,           0.0049543,           0.0024765,           0.0044086,           0.0044086,           0.0044086
                 172,            0.025817,            0.013407,           0.0049964,             0.82017,             0.80628,             0.86618,             0.53542,            0.020886,           0.0050008,           0.0025717,           0.0043757,           0.0043757,           0.0043757
                 173,            0.023037,            0.012725,            0.006554,             0.83158,             0.84292,             0.85449,             0.54087,            0.021896,           0.0048191,           0.0029938,           0.0043429,           0.0043429,           0.0043429
                 174,            0.023478,            0.012975,           0.0067466,             0.83589,             0.82537,             0.83922,             0.52208,            0.021783,           0.0047837,           0.0036036,             0.00431,             0.00431,             0.00431
                 175,            0.023401,            0.012317,           0.0046671,             0.80702,             0.86762,             0.84883,             0.53078,            0.019271,           0.0047722,           0.0033695,           0.0042771,           0.0042771,           0.0042771
                 176,            0.023621,             0.01277,           0.0066624,             0.84999,             0.84493,             0.84954,             0.54202,             0.01937,           0.0047448,           0.0029812,           0.0042442,           0.0042442,           0.0042442
                 177,             0.02437,            0.013514,           0.0086284,             0.82671,             0.84555,             0.84129,             0.55275,            0.019003,           0.0047372,           0.0032583,           0.0042113,           0.0042113,           0.0042113
                 178,            0.027093,            0.013202,           0.0084528,             0.86318,             0.82193,             0.85785,             0.55068,            0.019374,           0.0048757,           0.0031072,           0.0041784,           0.0041784,           0.0041784
                 179,            0.023115,            0.014128,           0.0084969,             0.78547,             0.83673,             0.82882,             0.54092,            0.020678,           0.0049381,           0.0029442,           0.0041455,           0.0041455,           0.0041455
                 180,            0.019712,            0.012665,           0.0064708,             0.82513,             0.84318,             0.86214,             0.57512,            0.019476,           0.0047083,           0.0026068,           0.0041126,           0.0041126,           0.0041126
                 181,            0.023987,            0.013137,           0.0083752,             0.83782,             0.82606,             0.87373,             0.57629,            0.019292,            0.004599,           0.0024461,           0.0040797,           0.0040797,           0.0040797
                 182,            0.024988,            0.014047,           0.0065266,              0.8182,             0.85106,             0.86292,              0.5607,            0.018712,           0.0047133,           0.0020082,           0.0040468,           0.0040468,           0.0040468
                 183,            0.022461,             0.01359,           0.0053866,             0.79515,             0.89685,             0.88422,             0.57365,            0.018398,           0.0046533,           0.0018887,            0.004014,            0.004014,            0.004014
                 184,            0.021433,            0.013569,           0.0061391,             0.85579,             0.84867,             0.89418,             0.58155,            0.019958,           0.0047087,           0.0019011,           0.0039811,           0.0039811,           0.0039811
                 185,            0.028087,            0.013336,           0.0063107,             0.83597,              0.7808,             0.82599,             0.51959,            0.019186,           0.0048204,           0.0027806,           0.0039482,           0.0039482,           0.0039482
                 186,            0.024908,            0.013489,           0.0053698,             0.86146,             0.79683,             0.87152,             0.56911,            0.018097,            0.004529,           0.0027261,           0.0039153,           0.0039153,           0.0039153
                 187,            0.020657,            0.013035,           0.0061776,             0.83553,             0.80725,             0.87487,             0.58771,            0.019309,           0.0045018,           0.0026203,           0.0038824,           0.0038824,           0.0038824
                 188,            0.020917,            0.012508,           0.0059584,             0.79468,             0.86135,             0.88116,              0.5797,            0.020233,           0.0045111,           0.0019792,           0.0038495,           0.0038495,           0.0038495
                 189,            0.020809,            0.012411,           0.0070133,             0.80214,             0.86158,             0.87056,             0.57793,            0.019164,           0.0043641,           0.0019855,           0.0038166,           0.0038166,           0.0038166
                 190,            0.022538,            0.013199,           0.0057594,             0.85408,              0.8433,             0.87566,             0.59143,            0.020034,           0.0042962,           0.0019081,           0.0037837,           0.0037837,           0.0037837
                 191,            0.022029,            0.013315,           0.0057806,             0.79617,              0.8393,             0.84541,             0.57451,            0.020509,           0.0045832,           0.0023247,           0.0037508,           0.0037508,           0.0037508
                 192,             0.02306,            0.013026,            0.006351,             0.83827,             0.86426,             0.84988,             0.56685,            0.020479,           0.0044547,           0.0020285,           0.0037179,           0.0037179,           0.0037179
                 193,            0.018391,            0.011802,           0.0058103,             0.85502,             0.82828,             0.87077,             0.56743,            0.019113,           0.0045354,           0.0024762,            0.003685,            0.003685,            0.003685
                 194,            0.022504,            0.013837,           0.0047223,             0.81738,             0.86717,             0.86172,             0.56897,            0.020081,           0.0045108,           0.0025086,           0.0036522,           0.0036522,           0.0036522
                 195,            0.018337,              0.0121,           0.0053783,               0.863,             0.82894,             0.86479,             0.60423,            0.018997,           0.0044812,           0.0020465,           0.0036193,           0.0036193,           0.0036193
                 196,            0.021877,            0.011857,           0.0067887,             0.84194,             0.88767,             0.89456,             0.60349,            0.018416,           0.0046776,           0.0014399,           0.0035864,           0.0035864,           0.0035864
                 197,            0.026187,            0.013609,            0.010114,             0.83289,             0.84811,             0.86741,             0.60932,            0.017907,           0.0046632,           0.0018371,           0.0035535,           0.0035535,           0.0035535
                 198,            0.019713,            0.012432,           0.0060701,             0.83965,             0.82883,             0.85633,             0.58331,            0.018675,           0.0046495,           0.0019656,           0.0035206,           0.0035206,           0.0035206
                 199,            0.023108,            0.012296,           0.0049505,             0.76093,             0.84185,             0.83021,             0.56644,            0.018977,            0.004749,           0.0025353,           0.0034877,           0.0034877,           0.0034877
                 200,            0.021198,            0.013553,           0.0052903,             0.81803,             0.89328,             0.87197,             0.60188,            0.018385,           0.0046838,           0.0016878,           0.0034548,           0.0034548,           0.0034548
                 201,            0.020792,            0.012134,           0.0045409,             0.79817,             0.87627,             0.86251,             0.57426,            0.019016,           0.0047241,           0.0018301,           0.0034219,           0.0034219,           0.0034219
                 202,            0.021955,            0.012661,           0.0069414,             0.78803,             0.84669,             0.85428,             0.57936,              0.0189,           0.0046769,           0.0022872,            0.003389,            0.003389,            0.003389
                 203,            0.020233,            0.011978,           0.0042472,             0.82757,             0.85065,              0.8644,             0.58356,            0.021208,           0.0044767,           0.0021145,           0.0033561,           0.0033561,           0.0033561
                 204,             0.01699,            0.011476,           0.0058202,             0.80878,             0.84141,             0.85874,             0.57688,            0.020705,           0.0045248,           0.0023104,           0.0033233,           0.0033233,           0.0033233
                 205,            0.023401,            0.013656,            0.005982,             0.84026,             0.85692,             0.87862,             0.57642,            0.017953,            0.004642,           0.0025469,           0.0032904,           0.0032904,           0.0032904
                 206,            0.024686,            0.012678,           0.0061148,             0.79333,             0.79977,              0.8556,             0.55947,            0.018737,           0.0046057,           0.0025939,           0.0032575,           0.0032575,           0.0032575
                 207,            0.020082,            0.011664,           0.0052042,             0.78332,             0.87075,             0.87796,              0.5894,            0.018446,           0.0044297,           0.0017703,           0.0032246,           0.0032246,           0.0032246
                 208,            0.020465,            0.012388,            0.005276,             0.83564,             0.82175,              0.8621,             0.58323,            0.019256,           0.0046514,           0.0018148,           0.0031917,           0.0031917,           0.0031917
                 209,            0.021984,            0.012278,           0.0067943,             0.86161,              0.8382,             0.89437,             0.61256,            0.016729,           0.0046485,           0.0016437,           0.0031588,           0.0031588,           0.0031588
                 210,            0.019782,            0.012305,           0.0039312,             0.87035,             0.84601,             0.86048,             0.58441,             0.01751,           0.0047867,           0.0021516,           0.0031259,           0.0031259,           0.0031259
                 211,            0.017629,            0.011388,           0.0062074,             0.86739,             0.82754,              0.8711,             0.58881,            0.018131,           0.0048582,           0.0027757,            0.003093,            0.003093,            0.003093
                 212,             0.01746,            0.011555,           0.0055615,             0.89248,             0.78826,             0.86843,             0.59084,            0.018663,           0.0048385,           0.0027883,           0.0030601,           0.0030601,           0.0030601
                 213,            0.019725,            0.012269,           0.0049615,             0.85915,             0.83291,             0.87053,             0.57858,            0.018305,           0.0047422,           0.0026377,           0.0030272,           0.0030272,           0.0030272
                 214,             0.02278,            0.012817,           0.0071686,             0.81875,             0.85581,               0.866,              0.5621,            0.018595,           0.0047163,           0.0028168,           0.0029944,           0.0029944,           0.0029944
                 215,            0.019689,             0.01236,           0.0056856,             0.84879,             0.83794,              0.8563,             0.60017,             0.01757,           0.0046751,           0.0023823,           0.0029615,           0.0029615,           0.0029615
                 216,            0.022335,            0.012775,           0.0054798,             0.85663,             0.80568,             0.84637,             0.58472,              0.0177,           0.0048046,             0.00242,           0.0029286,           0.0029286,           0.0029286
                 217,            0.019011,            0.012054,           0.0040821,             0.84977,             0.81345,             0.84707,             0.57647,            0.018287,           0.0048153,           0.0023094,           0.0028957,           0.0028957,           0.0028957
                 218,            0.018939,             0.01242,           0.0049242,             0.81817,             0.85904,             0.85311,             0.58533,            0.018635,           0.0048666,           0.0022817,           0.0028628,           0.0028628,           0.0028628
                 219,            0.020274,            0.012646,           0.0055327,             0.81521,             0.84395,             0.85588,             0.59098,            0.019246,           0.0048824,           0.0021194,           0.0028299,           0.0028299,           0.0028299
                 220,            0.019282,            0.011515,           0.0076189,             0.83058,             0.83016,             0.85706,             0.59405,            0.019294,            0.005029,             0.00238,            0.002797,            0.002797,            0.002797
                 221,            0.017994,            0.011238,           0.0036322,             0.82068,             0.86567,             0.84826,             0.59179,            0.018207,           0.0051179,           0.0026451,           0.0027641,           0.0027641,           0.0027641
                 222,            0.020367,            0.012439,           0.0032638,             0.83758,             0.86662,             0.85893,             0.59213,            0.018145,           0.0049324,           0.0025597,           0.0027312,           0.0027312,           0.0027312
                 223,            0.019337,            0.012344,           0.0059016,             0.86411,             0.86364,             0.86694,             0.60669,            0.018417,           0.0046936,           0.0025446,           0.0026983,           0.0026983,           0.0026983
                 224,            0.021941,            0.011962,           0.0064478,             0.86366,              0.8622,             0.88962,             0.61565,            0.018336,           0.0046429,            0.002324,           0.0026654,           0.0026654,           0.0026654
                 225,            0.019892,            0.012458,           0.0087692,             0.86927,             0.84353,             0.89787,             0.60912,            0.019242,           0.0045714,           0.0023796,           0.0026326,           0.0026326,           0.0026326
                 226,            0.020142,            0.012659,           0.0064042,             0.84223,             0.87338,             0.86547,             0.58688,            0.018422,           0.0046763,            0.002592,           0.0025997,           0.0025997,           0.0025997
                 227,            0.017724,            0.011301,           0.0074474,             0.84938,             0.87747,             0.87291,             0.59215,            0.018833,           0.0048015,           0.0025544,           0.0025668,           0.0025668,           0.0025668
                 228,            0.021127,            0.011528,           0.0037574,             0.85606,               0.842,             0.87656,             0.60161,            0.017696,           0.0049207,           0.0022784,           0.0025339,           0.0025339,           0.0025339
                 229,            0.021698,            0.012085,           0.0047474,             0.83514,             0.84104,             0.85008,             0.57994,            0.018644,           0.0048506,           0.0023776,            0.002501,            0.002501,            0.002501
                 230,            0.019306,            0.012289,           0.0050718,             0.83701,             0.85425,             0.87493,              0.5914,            0.017616,           0.0047365,           0.0019037,           0.0024681,           0.0024681,           0.0024681
                 231,            0.020385,            0.012237,           0.0052577,             0.82895,             0.84755,             0.87472,             0.58468,            0.018179,           0.0048868,           0.0019754,           0.0024352,           0.0024352,           0.0024352
                 232,            0.019132,            0.012602,           0.0042746,             0.78646,             0.86313,             0.87197,             0.57584,            0.018273,           0.0050772,           0.0020178,           0.0024023,           0.0024023,           0.0024023
                 233,               0.023,            0.012091,           0.0050898,             0.78477,             0.86174,             0.85153,              0.5694,            0.018939,           0.0050722,           0.0022255,           0.0023694,           0.0023694,           0.0023694
                 234,            0.018612,            0.010789,            0.005468,             0.83055,             0.81401,             0.84297,             0.58544,             0.01829,           0.0051577,           0.0019546,           0.0023365,           0.0023365,           0.0023365
                 235,            0.024838,             0.01169,            0.005128,             0.81948,             0.84626,             0.85739,             0.57639,             0.01894,           0.0052537,           0.0019346,           0.0023037,           0.0023037,           0.0023037
                 236,            0.020305,            0.011588,           0.0037328,             0.78828,             0.84265,             0.85577,             0.57465,            0.018676,           0.0051538,           0.0020927,           0.0022708,           0.0022708,           0.0022708
                 237,            0.020001,            0.011139,           0.0056623,              0.8315,             0.80759,             0.85054,             0.56056,            0.019592,           0.0050805,           0.0025099,           0.0022379,           0.0022379,           0.0022379
                 238,             0.01712,             0.01194,           0.0046205,             0.83454,             0.83655,              0.8554,             0.57812,            0.019878,           0.0050174,           0.0027097,            0.002205,            0.002205,            0.002205
                 239,            0.020776,            0.012212,           0.0036151,             0.80415,             0.84312,             0.84665,              0.5748,            0.019315,           0.0049877,           0.0026549,           0.0021721,           0.0021721,           0.0021721
                 240,              0.0171,            0.012113,            0.005839,             0.84423,             0.81155,             0.83129,             0.55432,            0.018835,           0.0050639,           0.0028914,           0.0021392,           0.0021392,           0.0021392
                 241,            0.017669,            0.012074,            0.004272,             0.82101,             0.79684,             0.81343,              0.5642,            0.019297,           0.0050528,           0.0030429,           0.0021063,           0.0021063,           0.0021063
                 242,            0.018358,            0.011368,           0.0038686,             0.77015,             0.85128,             0.83848,              0.5668,            0.019126,           0.0052981,           0.0027652,           0.0020734,           0.0020734,           0.0020734
                 243,            0.015724,            0.011325,            0.004298,             0.83541,              0.7975,             0.85599,             0.59383,            0.018578,           0.0051806,           0.0022559,           0.0020405,           0.0020405,           0.0020405
                 244,            0.019001,            0.010801,           0.0060888,             0.84139,             0.80053,             0.86785,             0.60392,            0.017373,           0.0049609,           0.0022858,           0.0020076,           0.0020076,           0.0020076
                 245,            0.017896,            0.012569,           0.0034191,             0.85231,              0.8044,             0.85096,             0.60421,            0.018363,           0.0049012,           0.0024146,           0.0019748,           0.0019748,           0.0019748
                 246,            0.018931,            0.012223,           0.0035102,             0.81634,             0.86328,             0.86464,             0.61058,            0.018333,           0.0048103,           0.0017289,           0.0019419,           0.0019419,           0.0019419
                 247,             0.01651,            0.011232,           0.0033056,             0.81666,             0.86578,             0.86557,             0.62205,            0.017239,           0.0049262,           0.0017258,            0.001909,            0.001909,            0.001909
                 248,            0.016664,            0.010961,           0.0036141,             0.86812,             0.81363,             0.86348,              0.6015,            0.018086,           0.0050888,           0.0017296,           0.0018761,           0.0018761,           0.0018761
                 249,            0.017923,            0.011656,           0.0049937,             0.87316,             0.81243,             0.87238,             0.60496,            0.017736,           0.0052213,           0.0018158,           0.0018432,           0.0018432,           0.0018432
                 250,             0.01699,             0.01157,           0.0053879,             0.82383,             0.86225,              0.8729,             0.58192,             0.01752,           0.0052485,           0.0019813,           0.0018103,           0.0018103,           0.0018103
                 251,            0.017433,            0.011605,           0.0040647,             0.87185,             0.81396,             0.87377,              0.6008,            0.017163,           0.0051216,           0.0019421,           0.0017774,           0.0017774,           0.0017774
                 252,            0.022479,            0.012049,            0.003471,             0.83954,             0.81476,             0.86096,             0.61012,            0.017328,           0.0049756,           0.0019401,           0.0017445,           0.0017445,           0.0017445
                 253,            0.017291,            0.010399,           0.0029514,             0.86748,             0.82849,             0.86311,              0.5932,            0.018246,             0.00514,           0.0020729,           0.0017116,           0.0017116,           0.0017116
                 254,            0.019123,            0.011078,           0.0050338,             0.79796,             0.82652,             0.85308,              0.5778,            0.018176,           0.0050465,           0.0020162,           0.0016787,           0.0016787,           0.0016787
                 255,            0.018302,            0.011655,           0.0039118,             0.81477,             0.89777,             0.88063,             0.58091,             0.01833,           0.0050488,           0.0023297,           0.0016458,           0.0016458,           0.0016458
                 256,            0.020577,            0.012129,           0.0043531,             0.81665,             0.84306,             0.86128,             0.58944,            0.017967,           0.0050749,           0.0024923,            0.001613,            0.001613,            0.001613
                 257,            0.018068,            0.011599,           0.0042906,             0.84434,             0.86718,             0.88522,              0.5982,            0.017886,           0.0049923,           0.0023036,           0.0015801,           0.0015801,           0.0015801
                 258,            0.018231,            0.011887,           0.0032845,             0.81763,             0.87451,             0.86961,             0.60857,            0.017957,           0.0050503,           0.0023291,           0.0015472,           0.0015472,           0.0015472
                 259,            0.016068,            0.010474,           0.0029992,              0.8438,                0.89,              0.8701,             0.59637,            0.018077,             0.00498,            0.002021,           0.0015143,           0.0015143,           0.0015143
                 260,            0.018949,             0.01296,           0.0032362,             0.85493,             0.89055,             0.87827,             0.58322,            0.017723,           0.0050709,           0.0020231,           0.0014814,           0.0014814,           0.0014814
                 261,            0.019505,            0.011859,           0.0035321,             0.84254,             0.85084,             0.86963,             0.57582,            0.018282,           0.0050717,           0.0019694,           0.0014485,           0.0014485,           0.0014485
                 262,            0.019512,            0.011291,           0.0038936,             0.84666,             0.86286,             0.87429,             0.58605,            0.018762,           0.0050275,           0.0017853,           0.0014156,           0.0014156,           0.0014156
                 263,            0.019237,            0.011481,           0.0034305,             0.81636,             0.86128,             0.85901,             0.58537,             0.01871,           0.0050543,            0.001798,           0.0013827,           0.0013827,           0.0013827
                 264,            0.017377,            0.011176,           0.0037427,             0.84618,             0.85112,             0.86813,             0.59209,            0.018552,           0.0050078,           0.0016754,           0.0013498,           0.0013498,           0.0013498
                 265,            0.018178,            0.011533,           0.0029554,             0.83268,             0.85287,             0.86772,             0.58946,            0.018575,           0.0049918,           0.0015962,           0.0013169,           0.0013169,           0.0013169
                 266,            0.019017,            0.011081,           0.0040707,             0.83745,             0.87535,             0.88211,             0.60393,            0.018699,           0.0050063,           0.0015608,           0.0012841,           0.0012841,           0.0012841
                 267,            0.016787,            0.010841,           0.0034063,              0.8215,             0.88968,              0.8648,              0.6118,             0.01895,           0.0050482,           0.0016207,           0.0012512,           0.0012512,           0.0012512
                 268,            0.017786,            0.011172,           0.0044203,             0.84784,             0.88854,             0.86608,             0.59875,            0.017818,             0.00509,           0.0017658,           0.0012183,           0.0012183,           0.0012183
                 269,            0.016286,            0.010787,           0.0047586,             0.81785,             0.86107,             0.85367,             0.60031,            0.017461,           0.0050887,           0.0020405,           0.0011854,           0.0011854,           0.0011854
                 270,            0.018694,            0.011151,           0.0070142,             0.85205,             0.84541,             0.86258,             0.59503,            0.017809,            0.005125,           0.0020389,           0.0011525,           0.0011525,           0.0011525
                 271,            0.018976,             0.01155,           0.0023219,             0.87319,             0.85638,             0.87663,             0.61009,            0.017687,           0.0050877,           0.0018581,           0.0011196,           0.0011196,           0.0011196
                 272,            0.017572,             0.01009,           0.0032361,             0.85325,             0.87845,             0.88076,             0.59493,            0.017826,           0.0051475,            0.001867,           0.0010867,           0.0010867,           0.0010867
                 273,             0.01692,            0.011097,           0.0028081,             0.86483,             0.90404,             0.87917,             0.59119,            0.018047,           0.0050909,           0.0019772,           0.0010538,           0.0010538,           0.0010538
                 274,            0.015845,            0.011602,           0.0029414,             0.84207,             0.87371,             0.87508,             0.60828,            0.018374,           0.0049559,           0.0022165,           0.0010209,           0.0010209,           0.0010209
                 275,            0.016217,             0.01089,           0.0044698,             0.84118,              0.8765,             0.87802,             0.60736,            0.018588,           0.0049199,            0.002156,          0.00098804,          0.00098804,          0.00098804
                 276,             0.01544,            0.010226,           0.0041445,             0.85893,             0.87238,             0.88233,             0.60067,            0.018459,           0.0049005,            0.002006,          0.00095515,          0.00095515,          0.00095515
                 277,             0.01661,             0.01072,           0.0031451,             0.80731,             0.90918,             0.87662,             0.59642,            0.018289,            0.004914,           0.0020757,          0.00092226,          0.00092226,          0.00092226
                 278,            0.018449,            0.011447,           0.0034209,             0.85076,             0.85563,             0.87222,             0.60528,            0.018289,           0.0049106,           0.0022923,          0.00088937,          0.00088937,          0.00088937
                 279,            0.016706,            0.011305,           0.0043829,             0.85368,             0.85028,             0.86985,             0.60287,             0.01857,           0.0049365,           0.0023056,          0.00085648,          0.00085648,          0.00085648
                 280,            0.016906,            0.010752,           0.0057576,             0.86445,             0.85885,              0.8754,             0.60495,            0.018458,            0.004987,           0.0022595,          0.00082359,          0.00082359,          0.00082359
                 281,            0.018937,            0.010838,            0.002822,             0.84832,             0.85467,             0.85912,             0.59629,            0.018388,           0.0050797,           0.0022445,           0.0007907,           0.0007907,           0.0007907
                 282,             0.01891,            0.011327,           0.0049366,             0.85279,             0.86698,             0.86915,             0.59393,            0.018441,           0.0051067,           0.0023147,          0.00075781,          0.00075781,          0.00075781
                 283,            0.015085,            0.010912,           0.0040515,             0.83018,             0.87359,             0.86315,             0.59312,            0.018748,           0.0050957,           0.0022794,          0.00072492,          0.00072492,          0.00072492
                 284,            0.019516,            0.010664,           0.0024451,             0.84928,             0.90901,             0.87608,              0.5967,            0.018708,            0.005039,           0.0021863,          0.00069203,          0.00069203,          0.00069203
                 285,            0.014054,             0.01008,           0.0027599,             0.83947,             0.88475,             0.86865,             0.60016,            0.018301,           0.0049611,            0.002058,          0.00065914,          0.00065914,          0.00065914
                 286,            0.015429,             0.01041,           0.0051606,             0.84571,             0.88105,             0.85709,             0.60545,             0.01814,           0.0049567,           0.0020139,          0.00062625,          0.00062625,          0.00062625
                 287,            0.018876,            0.011044,           0.0031061,             0.84562,             0.89436,             0.87324,             0.61329,            0.018159,           0.0049623,           0.0021918,          0.00059336,          0.00059336,          0.00059336
                 288,            0.016814,            0.010894,           0.0025723,             0.84443,             0.87704,             0.86799,              0.6022,            0.018387,           0.0049217,           0.0022787,          0.00056047,          0.00056047,          0.00056047
                 289,            0.015605,            0.011001,           0.0044107,              0.8399,             0.86469,             0.86278,             0.60714,            0.018258,           0.0048934,            0.002166,          0.00052757,          0.00052757,          0.00052757
                 290,            0.015415,            0.010525,            0.003094,             0.84669,             0.88272,             0.87144,             0.60529,            0.018114,           0.0048996,           0.0021929,          0.00049468,          0.00049468,          0.00049468
                 291,            0.014394,            0.010526,           0.0031717,             0.82942,             0.87389,             0.85982,             0.60975,            0.018315,           0.0049041,           0.0021502,          0.00046179,          0.00046179,          0.00046179
                 292,            0.018142,            0.010903,           0.0054194,             0.83597,             0.85935,             0.86108,             0.60017,            0.018448,           0.0049486,           0.0021765,           0.0004289,           0.0004289,           0.0004289
                 293,            0.016853,            0.010731,           0.0022435,             0.83918,             0.86816,             0.87105,              0.5948,            0.018658,           0.0050181,           0.0021072,          0.00039601,          0.00039601,          0.00039601
                 294,            0.017137,            0.010835,           0.0050491,             0.82825,             0.86049,             0.85692,             0.59245,            0.018721,           0.0050209,           0.0021293,          0.00036312,          0.00036312,          0.00036312
                 295,            0.018356,            0.012117,           0.0038073,             0.81786,             0.87021,             0.85702,             0.59542,            0.018658,           0.0050236,           0.0021135,          0.00033023,          0.00033023,          0.00033023
                 296,            0.014278,            0.010088,           0.0037326,             0.82714,             0.87884,             0.85989,             0.59998,            0.018644,           0.0050071,           0.0020993,          0.00029734,          0.00029734,          0.00029734
                 297,            0.018143,            0.011376,           0.0025972,             0.81673,             0.88247,             0.85755,             0.60432,            0.018713,           0.0050141,           0.0021156,          0.00026445,          0.00026445,          0.00026445
                 298,            0.015484,            0.010277,           0.0053644,             0.82413,             0.88009,             0.85745,             0.60471,             0.01873,           0.0050139,           0.0021073,          0.00023156,          0.00023156,          0.00023156
                 299,            0.016107,             0.01067,           0.0028471,             0.83875,             0.89293,             0.87109,             0.61421,            0.018607,           0.0049736,           0.0020427,          0.00019867,          0.00019867,          0.00019867
                 300,            0.017314,            0.010506,           0.0036032,             0.84156,             0.89516,             0.87411,             0.60935,             0.01841,           0.0049595,           0.0020288,          0.00016578,          0.00016578,          0.00016578
